"","SAMPID","SMTS"
"9616","GTEX-1I1HK-0011-R5b-SM-ARU6S","Brain"
"9617","GTEX-1I1HK-0011-R6b-SM-CM2T9","Brain"
"9618","GTEX-1I1HK-0011-R8b-SM-E8VN9","Brain"
"9619","GTEX-1I1HK-0011-R9a-SM-CMKHK","Brain"
"9620","GTEX-1I1HK-0126-SM-COH49","Skin"
"9621","GTEX-1I1HK-0226-SM-COH4A","Adipose Tissue"
"9622","GTEX-1I1HK-0326-SM-ACKW5","Muscle"
"9623","GTEX-1I1HK-0426-SM-ADEHV","Nerve"
"9624","GTEX-1I1HK-0526-SM-COH4B","Blood Vessel"
"9625","GTEX-1I1HK-0626-SM-CNPQM","Heart"
"9626","GTEX-1I1HK-0726-SM-B2LY4","Heart"
"9627","GTEX-1I1HK-0926-SM-B2LVY","Blood Vessel"
"9628","GTEX-1I1HK-1126-SM-AHZ2L","Liver"
"9629","GTEX-1I1HK-2026-SM-CNNRB","Stomach"
"9630","GTEX-1I1HK-2326-SM-CKZOH","Skin"
"9631","GTEX-1I1HK-2426-SM-ADEHX","Breast"
"9632","GTEX-1I1HK-2526-SM-A96SM","Salivary Gland"
"9633","GTEX-1I1HK-2626-SM-ARU7I","Pituitary"
"9634","GTEX-1I1HK-2726-SM-AHZ2M","Brain"
"9635","GTEX-1I1HK-2826-SM-CKZPL","Brain"
"9636","GTEX-1I4MK-0002-SM-EZ6M9","Blood"
"9637","GTEX-1I4MK-0006-SM-A96RI","Blood"
"9638","GTEX-1I4MK-0126-SM-CY8G6","Skin"
"9639","GTEX-1I4MK-0326-SM-B2LWP","Lung"
"9640","GTEX-1I4MK-0426-SM-B2LWQ","Esophagus"
"9641","GTEX-1I4MK-0526-SM-ARL7N","Esophagus"
"9642","GTEX-1I4MK-0626-SM-ARZLZ","Blood Vessel"
"9643","GTEX-1I4MK-0726-SM-ACKWC","Adipose Tissue"
"9644","GTEX-1I4MK-0826-SM-A9G2J","Esophagus"
"9645","GTEX-1I4MK-0926-SM-A9SLD","Stomach"
"9646","GTEX-1I4MK-1026-SM-AHZ2H","Pancreas"
"9647","GTEX-1I4MK-1126-SM-B2LWS","Colon"
"9648","GTEX-1I4MK-1326-SM-B2LWT","Salivary Gland"
"9649","GTEX-1I4MK-1426-SM-B2LWU","Uterus"
"9650","GTEX-1I4MK-1526-SM-CE6T1","Ovary"
"9651","GTEX-1I4MK-1626-SM-CM2TJ","Breast"
"9652","GTEX-1I4MK-1726-SM-ARL7O","Vagina"
"9653","GTEX-1I4MK-1926-SM-B2LVQ","Nerve"
"9654","GTEX-1I4MK-2026-SM-B2LVR","Adipose Tissue"
"9655","GTEX-1I4MK-2126-SM-ADEI9","Blood Vessel"
"9656","GTEX-1I4MK-2226-SM-ACKWD","Skin"
"9657","GTEX-1I4MK-2326-SM-ADEHR","Muscle"
"9658","GTEX-1I6K6-0006-SM-ARZLA","Blood"
"9659","GTEX-1I6K6-0126-SM-A9SLE","Skin"
"9660","GTEX-1I6K6-0226-SM-ADEID","Adipose Tissue"
"9661","GTEX-1I6K6-0326-SM-CJI4A","Muscle"
"9662","GTEX-1I6K6-0426-SM-CM2TN","Nerve"
"9663","GTEX-1I6K6-0526-SM-B2LVZ","Blood Vessel"
"9664","GTEX-1I6K6-0626-SM-ARU7J","Salivary Gland"
"9665","GTEX-1I6K6-0726-SM-B2LX4","Thyroid"
"9666","GTEX-1I6K6-0826-SM-ARL7Z","Breast"
"9667","GTEX-1I6K6-0926-SM-AHZ2N","Lung"
"9668","GTEX-1I6K6-1326-SM-ARZM7","Esophagus"
"9669","GTEX-1I6K6-1526-SM-CGQFC","Adipose Tissue"
"9670","GTEX-1I6K6-1726-SM-CGQFD","Skin"
"9671","GTEX-1I6K6-1826-SM-B2LX5","Colon"
"9672","GTEX-1I6K6-1926-SM-A96SN","Colon"
"9673","GTEX-1I6K6-2026-SM-CGQFE","Esophagus"
"9674","GTEX-1I6K6-2126-SM-B2LX6","Prostate"
"9675","GTEX-1I6K7-0005-SM-ARL72","Blood"
"9676","GTEX-1I6K7-0226-SM-CJI46","Adipose Tissue"
"9677","GTEX-1I6K7-0326-SM-B2LXO","Muscle"
"9678","GTEX-1I6K7-0426-SM-CGQFN","Nerve"
"9679","GTEX-1I6K7-0526-SM-ARL7P","Blood Vessel"
"9680","GTEX-1I6K7-0626-SM-ARL7Q","Heart"
"9681","GTEX-1I6K7-0826-SM-ACKWI","Blood Vessel"
"9682","GTEX-1I6K7-0926-SM-A96SV","Salivary Gland"
"9683","GTEX-1I6K7-1026-SM-A9SLK","Breast"
"9684","GTEX-1I6K7-1126-SM-A96SW","Thyroid"
"9685","GTEX-1I6K7-1226-SM-B2LVS","Lung"
"9686","GTEX-1I6K7-1326-SM-ARZM1","Esophagus"
"9687","GTEX-1I6K7-1426-SM-B2LXP","Esophagus"
"9688","GTEX-1I6K7-1526-SM-A96SX","Esophagus"
"9689","GTEX-1I6K7-1726-SM-B2LXQ","Stomach"
"9690","GTEX-1I6K7-1826-SM-CGQFO","Adipose Tissue"
"9691","GTEX-1I6K7-1926-SM-B2LXR","Skin"
"9692","GTEX-1I6K7-2326-SM-ARZM2","Prostate"
"9693","GTEX-1I6K7-2426-SM-AHZ2I","Testis"
"9694","GTEX-1ICG6-0006-SM-A96RH","Blood"
"9695","GTEX-1ICG6-0226-SM-AHZ2P","Adrenal Gland"
"9696","GTEX-1ICG6-0426-SM-ARU7M","Thyroid"
"9697","GTEX-1ICG6-0626-SM-ACKWS","Heart"
"9698","GTEX-1ICG6-0726-SM-B2LY5","Heart"
"9699","GTEX-1ICG6-1026-SM-B2LY6","Liver"
"9700","GTEX-1ICG6-1226-SM-A9SLN","Skin"
"9701","GTEX-1ICG6-1326-SM-ACKWR","Breast"
"9702","GTEX-1ICG6-1426-SM-A96T1","Uterus"
"9703","GTEX-1ICG6-1526-SM-C1YQT","Ovary"
"9704","GTEX-1ICG6-1626-SM-ARL81","Vagina"
"9705","GTEX-1ICG6-1726-SM-ARU7K","Adipose Tissue"
"9706","GTEX-1ICG6-1826-SM-AHZ2O","Stomach"
"9707","GTEX-1ICG6-1926-SM-ARU7L","Esophagus"
"9708","GTEX-1ICG6-2026-SM-CE6SX","Esophagus"
"9709","GTEX-1ICG6-2126-SM-CE6T2","Esophagus"
"9710","GTEX-1ICG6-2226-SM-B2LY7","Colon"
"9711","GTEX-1ICG6-2526-SM-CGQFZ","Skin"
"9712","GTEX-1ICG6-2626-SM-CGQG1","Adipose Tissue"
"9713","GTEX-1ICG6-2726-SM-CKZPN","Muscle"
"9714","GTEX-1ICG6-2826-SM-ADEIJ","Nerve"
"9715","GTEX-1ICG6-2926-SM-COH4C","Blood Vessel"
"9716","GTEX-1ICLY-0005-SM-A9G16","Blood"
"9717","GTEX-1ICLY-0126-SM-D4P36","Skin"
"9718","GTEX-1ICLY-0226-SM-ARL7R","Adipose Tissue"
"9719","GTEX-1ICLY-0326-SM-ARL7S","Muscle"
"9720","GTEX-1ICLY-0426-SM-ARL7T","Nerve"
"9721","GTEX-1ICLY-0526-SM-A9G36","Blood Vessel"
"9722","GTEX-1ICLY-0726-SM-A96TB","Thyroid"
"9723","GTEX-1ICLY-0826-SM-CMKG1","Skin"
"9724","GTEX-1ICLY-0926-SM-CM2RJ","Lung"
"9725","GTEX-1ICLY-1126-SM-D4P37","Blood Vessel"
"9726","GTEX-1ICLY-1326-SM-CJI47","Heart"
"9727","GTEX-1ICLY-1426-SM-CJI48","Adipose Tissue"
"9728","GTEX-1ICLY-1526-SM-C1YS4","Liver"
"9729","GTEX-1ICLY-1726-SM-B2LVT","Breast"
"9730","GTEX-1ICLY-2226-SM-ARZM3","Esophagus"
"9731","GTEX-1ICLY-2326-SM-CL53F","Esophagus"
"9732","GTEX-1ICLY-2926-SM-C1YS5","Testis"
"9733","GTEX-1ICLZ-0011-R10a-SM-A9SM2","Brain"
"9734","GTEX-1ICLZ-0011-R11a-SM-CJI3N","Brain"
"9735","GTEX-1ICLZ-0011-R1b-SM-A9SM3","Brain"
"9736","GTEX-1ICLZ-0011-R4a-SM-CMKHL","Brain"
"9737","GTEX-1ICLZ-0011-R6b-SM-A9G3A","Brain"
"9738","GTEX-1ICLZ-0011-R7a-SM-ARZLU","Brain"
"9739","GTEX-1ICLZ-0011-R8b-SM-ACKX4","Brain"
"9740","GTEX-1ICLZ-0011-R9a-SM-ARL7E","Brain"
"9741","GTEX-1ICLZ-0126-SM-CKZPO","Skin"
"9742","GTEX-1ICLZ-0226-SM-CKZPP","Adipose Tissue"
"9743","GTEX-1ICLZ-0326-SM-ARL82","Skin"
"9744","GTEX-1ICLZ-0426-SM-B2LW2","Breast"
"9745","GTEX-1ICLZ-0526-SM-ARZM8","Thyroid"
"9746","GTEX-1ICLZ-0626-SM-ARL83","Muscle"
"9747","GTEX-1ICLZ-0726-SM-ARL84","Nerve"
"9748","GTEX-1ICLZ-0826-SM-B2LW3","Blood Vessel"
"9749","GTEX-1ICLZ-0926-SM-CKZPQ","Lung"
"9750","GTEX-1ICLZ-1026-SM-A9SLF","Heart"
"9751","GTEX-1ICLZ-1426-SM-CKZPR","Esophagus"
"9752","GTEX-1ICLZ-1626-SM-CE6SS","Adipose Tissue"
"9753","GTEX-1ICLZ-2426-SM-CKZOD","Colon"
"9754","GTEX-1ICLZ-2626-SM-A9G2K","Prostate"
"9755","GTEX-1ICLZ-2826-SM-CL53U","Brain"
"9756","GTEX-1ICLZ-2926-SM-C1YSB","Pituitary"
"9757","GTEX-1IDFM-0005-SM-ADEGX","Blood"
"9758","GTEX-1IDFM-0126-SM-COH2V","Skin"
"9759","GTEX-1IDFM-0226-SM-CMKFX","Adipose Tissue"
"9760","GTEX-1IDFM-0326-SM-ARL7V","Skin"
"9761","GTEX-1IDFM-0426-SM-B2LVV","Breast"
"9762","GTEX-1IDFM-1126-SM-A96SY","Esophagus"
"9763","GTEX-1IDFM-1526-SM-ARL7U","Muscle"
"9764","GTEX-1IDFM-1726-SM-B2LVU","Nerve"
"9765","GTEX-1IDFM-2826-SM-ACKWJ","Brain"
"9766","GTEX-1IDFM-2926-SM-CNNPH","Pituitary"
"9767","GTEX-1IDJC-0005-SM-A9G1C","Blood"
"9768","GTEX-1IDJC-0126-SM-C1YQC","Spleen"
"9769","GTEX-1IDJC-0226-SM-CMKG2","Adipose Tissue"
"9770","GTEX-1IDJC-0426-SM-B2LW1","Blood Vessel"
"9771","GTEX-1IDJC-0526-SM-AHZ2Q","Pancreas"
"9772","GTEX-1IDJC-0726-SM-CL53G","Esophagus"
"9773","GTEX-1IDJC-0826-SM-A9SLO","Esophagus"
"9774","GTEX-1IDJC-1026-SM-A96T2","Thyroid"
"9775","GTEX-1IDJC-1326-SM-CL53H","Colon"
"9776","GTEX-1IDJC-1526-SM-B2LW4","Skin"
"9777","GTEX-1IDJC-1626-SM-AHZ2R","Salivary Gland"
"9778","GTEX-1IDJC-1926-SM-ACKWT","Nerve"
"9779","GTEX-1IDJC-2026-SM-ADEIK","Muscle"
"9780","GTEX-1IDJD-0006-SM-ARZLC","Blood"
"9781","GTEX-1IDJD-0126-SM-C1YQZ","Pancreas"
"9782","GTEX-1IDJD-0226-SM-CKZOA","Heart"
"9783","GTEX-1IDJD-0426-SM-CM2TO","Blood Vessel"
"9784","GTEX-1IDJD-0926-SM-ACKWW","Adipose Tissue"
"9785","GTEX-1IDJD-1226-SM-CM2TP","Adipose Tissue"
"9786","GTEX-1IDJD-1326-SM-CM2TQ","Muscle"
"9787","GTEX-1IDJD-1426-SM-CM2TR","Blood Vessel"
"9788","GTEX-1IDJD-1526-SM-CMKGA","Nerve"
"9789","GTEX-1IDJD-1626-SM-C1YRC","Esophagus"
"9790","GTEX-1IDJD-2026-SM-A96TC","Prostate"
"9791","GTEX-1IDJD-2226-SM-A96TD","Colon"
"9792","GTEX-1IDJD-2326-SM-ACKWX","Skin"
"9793","GTEX-1IDJD-2426-SM-C1YS6","Stomach"
"9794","GTEX-1IDJD-2526-SM-C1YSA","Salivary Gland"
"9795","GTEX-1IDJE-0006-SM-A9G1B","Blood"
"9796","GTEX-1IDJE-0126-SM-C1YQ6","Spleen"
"9797","GTEX-1IDJE-0326-SM-CM2TD","Heart"
"9798","GTEX-1IDJE-0826-SM-CKZNZ","Breast"
"9799","GTEX-1IDJE-1026-SM-ADEIE","Blood Vessel"
"9800","GTEX-1IDJE-1126-SM-A96SO","Ovary"
"9801","GTEX-1IDJE-1426-SM-ADEIW","Skin"
"9802","GTEX-1IDJE-1526-SM-A9SLG","Esophagus"
"9803","GTEX-1IDJE-2326-SM-A9SLH","Nerve"
"9804","GTEX-1IDJE-2426-SM-ACKWF","Muscle"
"9805","GTEX-1IDJF-0005-SM-ARU6P","Blood"
"9806","GTEX-1IDJF-0126-SM-CM2RS","Skin"
"9807","GTEX-1IDJF-0226-SM-CMKGE","Adipose Tissue"
"9808","GTEX-1IDJF-0326-SM-ADEIG","Muscle"
"9809","GTEX-1IDJF-0426-SM-ACKWL","Blood Vessel"
"9810","GTEX-1IDJF-0726-SM-CJI1U","Heart"
"9811","GTEX-1IDJF-0826-SM-ARU7N","Heart"
"9812","GTEX-1IDJF-0926-SM-ARL85","Blood Vessel"
"9813","GTEX-1IDJF-1126-SM-ARU7O","Esophagus"
"9814","GTEX-1IDJF-1226-SM-C1YPX","Esophagus"
"9815","GTEX-1IDJF-1326-SM-A9G2R","Esophagus"
"9816","GTEX-1IDJF-1426-SM-ACKWK","Stomach"
"9817","GTEX-1IDJF-1726-SM-A9SLL","Adipose Tissue"
"9818","GTEX-1IDJF-1826-SM-CKZOE","Colon"
"9819","GTEX-1IDJF-2026-SM-CL53V","Skin"
"9820","GTEX-1IDJF-2126-SM-AHZ2S","Prostate"
"9821","GTEX-1IDJF-2226-SM-AHZ2T","Testis"
"9822","GTEX-1IDJF-2326-SM-ARL86","Breast"
"9823","GTEX-1IDJH-0006-SM-CMKFT","Blood"
"9824","GTEX-1IDJH-0011-R10a-SM-ARZLK","Brain"
"9825","GTEX-1IDJH-0011-R11b-SM-C1YRT","Brain"
"9826","GTEX-1IDJH-0011-R1b-SM-ARU6U","Brain"
"9827","GTEX-1IDJH-0011-R3a-SM-CJI42","Brain"
"9828","GTEX-1IDJH-0011-R5a-SM-CE6SR","Brain"
"9829","GTEX-1IDJH-0011-R6a-SM-A9SLZ","Brain"
"9830","GTEX-1IDJH-0011-R7a-SM-A9SM1","Brain"
"9831","GTEX-1IDJH-0011-R8b-SM-ARZLL","Brain"
"9832","GTEX-1IDJH-0011-R9a-SM-ADEIN","Brain"
"9833","GTEX-1IDJH-0126-SM-D3L92","Skin"
"9834","GTEX-1IDJH-0226-SM-CYPSB","Muscle"
"9835","GTEX-1IDJH-0326-SM-A9SLQ","Skin"
"9836","GTEX-1IDJH-0526-SM-D4P38","Blood Vessel"
"9837","GTEX-1IDJH-0626-SM-ARZMC","Nerve"
"9838","GTEX-1IDJH-0726-SM-ARU7U","Lung"
"9839","GTEX-1IDJH-0826-SM-CE6SY","Thyroid"
"9840","GTEX-1IDJH-1026-SM-E9TKH","Heart"
"9841","GTEX-1IDJH-1126-SM-COH3R","Heart"
"9842","GTEX-1IDJH-1226-SM-E6CJU","Blood Vessel"
"9843","GTEX-1IDJH-1626-SM-A9SLP","Adipose Tissue"
"9844","GTEX-1IDJH-1726-SM-A96T3","Adrenal Gland"
"9845","GTEX-1IDJH-1826-SM-A96T4","Esophagus"
"9846","GTEX-1IDJH-1926-SM-ARU7T","Esophagus"
"9847","GTEX-1IDJH-2026-SM-CNNQX","Esophagus"
"9848","GTEX-1IDJH-2226-SM-E6CJV","Breast"
"9849","GTEX-1IDJH-2326-SM-D4P2K","Testis"
"9850","GTEX-1IDJH-2426-SM-CNNQW","Prostate"
"9851","GTEX-1IDJH-2826-SM-CJI49","Colon"
"9852","GTEX-1IDJH-2926-SM-C1YQ5","Pituitary"
"9853","GTEX-1IDJH-3026-SM-CL53B","Brain"
"9854","GTEX-1IDJH-3126-SM-C1YQS","Brain"
"9855","GTEX-1IDJI-0006-SM-CMKFJ","Blood"
"9856","GTEX-1IDJI-0126-SM-CMKHS","Skin"
"9857","GTEX-1IDJI-0526-SM-CMKG4","Nerve"
"9858","GTEX-1IDJI-0626-SM-C1YQD","Lung"
"9859","GTEX-1IDJI-0726-SM-CM2RK","Blood Vessel"
"9860","GTEX-1IDJI-0926-SM-ACKWZ","Adipose Tissue"
"9861","GTEX-1IDJI-1026-SM-A96TE","Heart"
"9862","GTEX-1IDJI-1726-SM-C1YQE","Uterus"
"9863","GTEX-1IDJI-2226-SM-CKZPM","Colon"
"9864","GTEX-1IDJU-0006-SM-CMKFK","Blood"
"9865","GTEX-1IDJU-0126-SM-CNNR2","Adrenal Gland"
"9866","GTEX-1IDJU-0226-SM-CKZOF","Lung"
"9867","GTEX-1IDJU-0326-SM-CGQEE","Pancreas"
"9868","GTEX-1IDJU-0526-SM-ACKWM","Blood Vessel"
"9869","GTEX-1IDJU-0626-SM-CKZOG","Heart"
"9870","GTEX-1IDJU-0726-SM-CNPQ9","Heart"
"9871","GTEX-1IDJU-0826-SM-ARL87","Blood Vessel"
"9872","GTEX-1IDJU-0926-SM-ARL88","Adipose Tissue"
"9873","GTEX-1IDJU-1026-SM-AHZ2U","Vagina"
"9874","GTEX-1IDJU-1126-SM-A9G2S","Ovary"
"9875","GTEX-1IDJU-1226-SM-A9G2T","Esophagus"
"9876","GTEX-1IDJU-1326-SM-ARU7P","Esophagus"
"9877","GTEX-1IDJU-1526-SM-CNNR3","Stomach"
"9878","GTEX-1IDJU-1626-SM-CJI4B","Thyroid"
"9879","GTEX-1IDJU-1726-SM-CMKHU","Skin"
"9880","GTEX-1IDJU-1826-SM-CMKHV","Breast"
"9881","GTEX-1IDJU-1926-SM-CL53W","Colon"
"9882","GTEX-1IDJU-2026-SM-A9SLM","Colon"
"9883","GTEX-1IDJU-2226-SM-ADEIH","Nerve"
"9884","GTEX-1IDJU-2326-SM-ARL89","Blood Vessel"
"9885","GTEX-1IDJU-2426-SM-ARZM9","Muscle"
"9886","GTEX-1IDJU-2526-SM-CMKGF","Adipose Tissue"
"9887","GTEX-1IDJU-2626-SM-CM2RT","Skin"
"9888","GTEX-1IDJV-0126-SM-COH3Y","Skin"
"9889","GTEX-1IDJV-0426-SM-COH3Z","Muscle"
"9890","GTEX-1IDJV-0526-SM-COH41","Blood Vessel"
"9891","GTEX-1IDJV-0626-SM-CM2TS","Nerve"
"9892","GTEX-1IE54-0005-SM-CMKFQ","Blood"
"9893","GTEX-1IE54-0126-SM-CMKHW","Skin"
"9894","GTEX-1IE54-0226-SM-CMKHX","Adipose Tissue"
"9895","GTEX-1IE54-0326-SM-ARZMD","Muscle"
"9896","GTEX-1IE54-0426-SM-ARL8C","Nerve"
"9897","GTEX-1IE54-0526-SM-A9SLR","Blood Vessel"
"9898","GTEX-1IE54-0626-SM-ARL8D","Breast"
"9899","GTEX-1IE54-0826-SM-AHZ2Z","Salivary Gland"
"9900","GTEX-1IE54-0926-SM-A9G2Y","Thyroid"
"9901","GTEX-1IE54-1126-SM-A9G2Z","Skin"
"9902","GTEX-1IE54-1426-SM-CL53C","Adipose Tissue"
"9903","GTEX-1IE54-2626-SM-CMKFY","Vagina"
"9904","GTEX-1IGQW-0005-SM-CMKFR","Blood"
"9905","GTEX-1IGQW-0011-R11a-SM-C1YRV","Brain"
"9906","GTEX-1IGQW-0011-R2b-SM-D4P26","Brain"
"9907","GTEX-1IGQW-0011-R5b-SM-CJI44","Brain"
"9908","GTEX-1IGQW-0011-R6a-SM-CM2TC","Brain"
"9909","GTEX-1IGQW-0011-R9b-SM-D4P25","Brain"
"9910","GTEX-1IGQW-0126-SM-COH42","Skin"
"9911","GTEX-1IGQW-0226-SM-COH43","Adipose Tissue"
"9912","GTEX-1IGQW-0326-SM-COH44","Nerve"
"9913","GTEX-1IGQW-0426-SM-CM2RL","Blood Vessel"
"9914","GTEX-1IGQW-0526-SM-CKZO3","Muscle"
"9915","GTEX-1IGQW-0626-SM-C1YR9","Thyroid"
"9916","GTEX-1IGQW-0926-SM-ADEH6","Breast"
"9917","GTEX-1IGQW-2326-SM-CE6RV","Colon"
"9918","GTEX-1IGQW-2926-SM-CNPQJ","Pituitary"
"9919","GTEX-1IKJJ-0005-SM-CMKFS","Blood"
"9920","GTEX-1IKJJ-0011-R2b-SM-ARZLJ","Brain"
"9921","GTEX-1IKJJ-0011-R3b-SM-C1YRW","Brain"
"9922","GTEX-1IKJJ-0011-R5b-SM-CE6SL","Brain"
"9923","GTEX-1IKJJ-0011-R7a-SM-ARZLH","Brain"
"9924","GTEX-1IKJJ-0011-R9a-SM-ARZLI","Brain"
"9925","GTEX-1IKJJ-0126-SM-CNPQB","Skin"
"9926","GTEX-1IKJJ-0226-SM-COH3T","Adipose Tissue"
"9927","GTEX-1IKJJ-0326-SM-CL55L","Muscle"
"9928","GTEX-1IKJJ-0426-SM-CM2TT","Nerve"
"9929","GTEX-1IKJJ-0526-SM-CMKG8","Blood Vessel"
"9930","GTEX-1IKJJ-0626-SM-CY8GF","Heart"
"9931","GTEX-1IKJJ-0826-SM-A96SP","Heart"
"9932","GTEX-1IKJJ-0926-SM-A9G2L","Lung"
"9933","GTEX-1IKJJ-1026-SM-A96SQ","Thyroid"
"9934","GTEX-1IKJJ-1126-SM-A9G2M","Esophagus"
"9935","GTEX-1IKJJ-1526-SM-C1YSC","Liver"
"9936","GTEX-1IKJJ-2126-SM-C1YQU","Testis"
"9937","GTEX-1IKJJ-2226-SM-CJI4C","Skin"
"9938","GTEX-1IKJJ-2326-SM-COH3U","Breast"
"9939","GTEX-1IKJJ-2926-SM-A9G2N","Brain"
"9940","GTEX-1IKJJ-3126-SM-CNNR4","Pituitary"
"9941","GTEX-1IKK5-0006-SM-CMKFI","Blood"
"9942","GTEX-1IKK5-0011-R10b-SM-CE6SP","Brain"
"9943","GTEX-1IKK5-0011-R11a-SM-C1YRX","Brain"
"9944","GTEX-1IKK5-0011-R1b-SM-CE6SQ","Brain"
"9945","GTEX-1IKK5-0011-R3b-SM-C1YRY","Brain"
"9946","GTEX-1IKK5-0011-R5b-SM-CL55B","Brain"
"9947","GTEX-1IKK5-0011-R6b-SM-A9SLY","Brain"
"9948","GTEX-1IKK5-0011-R7b-SM-A9G39","Brain"
"9949","GTEX-1IKK5-0011-R8b-SM-CJI45","Brain"
"9950","GTEX-1IKK5-0126-SM-COH3V","Blood Vessel"
"9951","GTEX-1IKK5-0226-SM-CM2TV","Nerve"
"9952","GTEX-1IKK5-0326-SM-C1YPY","Liver"
"9953","GTEX-1IKK5-0426-SM-CL53X","Muscle"
"9954","GTEX-1IKK5-0526-SM-CMKGG","Adipose Tissue"
"9955","GTEX-1IKK5-0626-SM-ARL8A","Skin"
"9956","GTEX-1IKK5-0826-SM-ACKWN","Adipose Tissue"
"9957","GTEX-1IKK5-0926-SM-A9G2U","Kidney"
"9958","GTEX-1IKK5-1326-SM-AHZ2X","Esophagus"
"9959","GTEX-1IKK5-1426-SM-CJI3U","Esophagus"
"9960","GTEX-1IKK5-1526-SM-CKZPW","Heart"
"9961","GTEX-1IKK5-1726-SM-CM2RU","Heart"
"9962","GTEX-1IKK5-1926-SM-A9G2V","Lung"
"9963","GTEX-1IKK5-2726-SM-CNPQ6","Colon"
"9964","GTEX-1IKK5-2826-SM-AHZ2Y","Pituitary"
"9965","GTEX-1IKK5-2926-SM-ARU7Q","Brain"
"9966","GTEX-1IKOE-0005-SM-CMKFL","Blood"
"9967","GTEX-1IKOE-0526-SM-CE6T3","Blood Vessel"
"9968","GTEX-1IKOE-0626-SM-A9G31","Heart"
"9969","GTEX-1IKOE-0726-SM-CE6T4","Blood Vessel"
"9970","GTEX-1IKOE-0826-SM-ARZME","Blood Vessel"
"9971","GTEX-1IKOE-0926-SM-ARU7X","Thyroid"
"9972","GTEX-1IKOE-1026-SM-ARZMF","Heart"
"9973","GTEX-1IKOE-1326-SM-CE6T6","Breast"
"9974","GTEX-1IKOE-1426-SM-CE6T7","Skin"
"9975","GTEX-1IKOE-1526-SM-C1YSD","Esophagus"
"9976","GTEX-1IKOE-1626-SM-C1YSE","Esophagus"
"9977","GTEX-1IKOE-1726-SM-CNNQ6","Adipose Tissue"
"9978","GTEX-1IKOE-1926-SM-ARU7V","Small Intestine"
"9979","GTEX-1IKOE-2026-SM-AHZ31","Colon"
"9980","GTEX-1IKOE-2126-SM-A96T5","Colon"
"9981","GTEX-1IKOE-2226-SM-ACKWV","Esophagus"
"9982","GTEX-1IKOE-2326-SM-A8N99","Ovary"
"9983","GTEX-1IKOE-2426-SM-ARU7W","Uterus"
"9984","GTEX-1IKOH-0001-SM-EAZDF","Blood"
"9985","GTEX-1IKOH-0006-SM-CMKFM","Blood"
"9986","GTEX-1IKOH-0011-R11a-SM-AHZ38","Brain"
"9987","GTEX-1IKOH-0011-R2a-SM-CMKHO","Brain"
"9988","GTEX-1IKOH-0011-R5a-SM-ARU8C","Brain"
"9989","GTEX-1IKOH-0011-R6b-SM-A9G1W","Brain"
"9990","GTEX-1IKOH-0011-R7b-SM-CKZPH","Brain"
"9991","GTEX-1IKOH-0011-R8a-SM-A9SKG","Brain"
"9992","GTEX-1IKOH-0126-SM-COH4D","Muscle"
"9993","GTEX-1IKOH-0226-SM-COH4E","Skin"
"9994","GTEX-1IKOH-0626-SM-CJI35","Thyroid"
"9995","GTEX-1IKOH-0926-SM-A9SLU","Heart"
"9996","GTEX-1IKOH-1626-SM-A9SLT","Esophagus"
"9997","GTEX-1IKOH-2326-SM-CM2TW","Breast"
"9998","GTEX-1IKOH-2826-SM-CNNRC","Brain"
"9999","GTEX-1IKOH-2926-SM-A96TF","Pituitary"
"10000","GTEX-1IL2U-0006-SM-CMKFP","Blood"
"10001","GTEX-1IL2U-0011-R11a-SM-CE6SO","Brain"
"10002","GTEX-1IL2U-0011-R2a-SM-ARU6V","Brain"
"10003","GTEX-1IL2U-0011-R5a-SM-CE6SN","Brain"
"10004","GTEX-1IL2U-0011-R6a-SM-ARZLG","Brain"
"10005","GTEX-1IL2U-0126-SM-CNPQ5","Testis"
"10006","GTEX-1IL2U-0226-SM-CE6T8","Skin"
"10007","GTEX-1IL2U-0326-SM-CE6T9","Adipose Tissue"
"10008","GTEX-1IL2U-0626-SM-CE6TA","Blood Vessel"
"10009","GTEX-1IL2U-0726-SM-EAZ2Y","Muscle"
"10010","GTEX-1IL2U-0826-SM-CL53Q","Thyroid"
"10011","GTEX-1IL2U-0926-SM-CKZOB","Lung"
"10012","GTEX-1IL2U-1026-SM-COH3P","Blood Vessel"
"10013","GTEX-1IL2U-1126-SM-COH3Q","Blood Vessel"
"10014","GTEX-1IL2U-1226-SM-CL53P","Heart"
"10015","GTEX-1IL2U-1326-SM-A9G2O","Heart"
"10016","GTEX-1IL2U-2326-SM-CNNQV","Pancreas"
"10017","GTEX-1IL2U-2526-SM-C1YQV","Colon"
"10018","GTEX-1IL2U-2726-SM-C1YSG","Adipose Tissue"
"10019","GTEX-1IL2U-2826-SM-A96SR","Prostate"
"10020","GTEX-1IL2U-3026-SM-C1YSH","Brain"
"10021","GTEX-1IL2V-0006-SM-CMKFN","Blood"
"10022","GTEX-1IL2V-0011-R10a-SM-CL55A","Brain"
"10023","GTEX-1IL2V-0011-R11a-SM-ARU6T","Brain"
"10024","GTEX-1IL2V-0011-R5a-SM-ARL78","Brain"
"10025","GTEX-1IL2V-0126-SM-CM2TX","Skin"
"10026","GTEX-1IL2V-0226-SM-CMKI2","Adipose Tissue"
"10027","GTEX-1IL2V-0326-SM-COH4F","Nerve"
"10028","GTEX-1IL2V-0426-SM-COH4G","Blood Vessel"
