Gene	X237L.Vneut	X237L.Bldneut	X244L.Vneut	X244L.Bldneut	X253L.Vneut	X253L.Bldneut	X270L.Vneut	X270L.Bldneut	X131_V.Neut	X131_Bld.Neut	X132_V.Neut	X132_Bld.Neut	X135_V.Neut	X135_Bld.Neut	X136_V.Neut	X136.Bld.Neut	X138L_V.Neut	X138L_Bld.Neut	X139L_V.Neut	X139L_Bld.Neut	X141_V.Neut	X141_Bld.Neut	X143_V.Neut	X143_Bld.Neut	X146_V.Neut	X146_Bld.Neut	X149_V.Neut	X149_Bld.Neut	X154_V.Neut	X154_Bld.Neut
IQCF3	1	7	0	1	0	2	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCG	0	33	0	8	0	24	0	4	0	5	0	13	9	29	0	1	0	3	0	10	0	3	0	7	0	5	0	10	0	13
IQCH	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCH-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
IQCJ	1	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCK	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IQGAP1	1360	7408	9719	6405	1595	10688	48	6766	2020	1162	2146	2429	3251	2131	2208	2781	2224	1977	1887	1495	1970	2053	1120	4152	1051	2182	3129	1123	1449	5530
IQGAP2	152	1497	868	1292	404	3358	5	1462	310	316	187	644	179	391	53	184	115	504	32	238	177	519	72	385	176	343	281	199	43	268
IQGAP3	1	4	0	5	0	0	0	13	0	3	0	2	0	0	0	0	1	6	0	1	0	1	0	0	0	1	0	1	0	0
IQSEC1	37	71	189	96	169	107	6	126	12	31	21	21	17	19	29	46	31	46	11	20	4	25	9	35	17	23	20	9	12	20
IQSEC2	0	29	0	10	2	11	0	5	2	4	0	3	10	10	4	1	0	6	0	1	0	9	0	4	0	3	0	13	0	32
IQSEC3	1	0	9	4	0	0	0	2	0	1	0	4	0	4	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	6
IQUB	0	40	4	8	0	8	1	59	0	49	0	12	0	1	0	5	9	89	0	52	19	0	0	0	11	11	0	23	0	0
IRAK1	22	22	135	100	125	50	84	38	29	3	43	23	49	21	19	10	6	9	0	8	27	15	0	25	36	7	18	6	24	15
IRAK1BP1	5	60	8	53	0	23	4	88	0	128	0	28	4	51	0	22	2	230	83	183	31	22	4	16	26	48	0	107	0	17
IRAK2	274	19	184	21	61	33	2	17	119	7	84	36	46	17	400	3	70	17	132	17	0	33	2	37	684	15	72	10	202	28
IRAK3	370	414	3941	305	310	465	7	485	395	111	300	446	223	167	467	42	504	353	145	136	479	204	159	238	261	139	626	66	461	186
IRAK4	25	64	39	54	2	40	0	31	0	42	18	86	44	49	11	11	28	83	0	39	51	76	74	75	12	64	22	14	6	22
IREB2	597	696	314	842	40	1215	4	511	393	394	36	866	186	778	60	313	253	529	340	457	0	660	106	919	0	524	89	376	6	486
IRF1	1025	4414	5806	7906	2186	6073	13	8065	1886	658	3040	1690	6576	1424	3371	1934	4689	1342	2778	986	154	1322	433	3095	1132	1217	4236	713	2006	7290
IRF2	62	1978	1486	1863	1056	2789	24	1973	274	620	479	1102	884	867	214	712	819	1103	462	730	64	976	271	1685	58	1019	1561	494	273	1846
IRF2BP1	60	382	34	345	6	142	0	638	98	421	56	306	241	416	66	853	76	839	943	1031	152	223	399	278	215	490	55	600	40	224
IRF2BP2	809	735	630	304	382	776	2	371	1164	633	829	1214	1028	1077	1147	230	1088	806	3275	938	1515	849	657	804	2594	1048	280	859	562	981
IRF2BPL	668	1270	665	1487	266	1203	25	2875	1448	959	426	1454	652	1009	396	854	434	2180	1401	1850	776	1553	98	1683	101	1535	1098	964	132	937
IRF3	291	534	263	708	17	620	3	556	228	350	173	597	526	640	112	401	267	761	315	699	81	586	0	817	71	436	221	278	91	571
IRF4	428	9	3	29	0	84	1	6	0	24	0	47	21	84	0	2	0	7	0	43	0	11	0	24	0	32	15	60	15	43
IRF5	2	133	51	232	133	337	4	156	4	74	20	350	122	334	127	166	0	112	0	178	0	170	1	208	1	102	109	85	57	298
IRF6	0	1	17	26	0	8	0	0	0	2	0	7	0	5	9	1	0	2	0	14	0	6	0	2	0	6	5	8	0	6
IRF7	226	622	1152	1170	1172	981	3	1200	1596	649	886	1415	927	1070	3120	2869	548	1123	0	914	449	1570	1294	1371	2270	1447	1550	361	1437	2946
IRF8	0	1	5	88	13	295	0	1	9	1	0	46	45	62	0	3	0	2	0	28	0	3	22	8	0	6	1	5	6	18
IRF9	289	552	848	806	153	1019	18	1248	167	233	345	374	360	309	394	346	356	506	98	340	261	391	66	552	540	571	672	237	555	799
IRGC	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRGM	3	2	0	0	1	1	9	0	0	0	0	1	0	0	2	2	0	1	0	2	1	0	0	3	0	1	0	0	0	4
IRGQ	71	14	22	7	7	20	0	4	24	6	32	16	38	10	133	14	141	7	147	13	0	16	204	47	168	15	22	4	26	14
IRS1	83	2	1	8	0	11	0	0	116	4	3	9	3	9	1	0	0	1	0	9	0	1	73	0	0	1	4	1	0	0
IRS2	588	1082	12340	601	1120	873	7	660	2319	408	748	1130	863	468	2405	411	1747	1247	1367	703	586	683	865	680	714	458	2208	322	1101	311
IRS4	1	81	0	26	0	26	12	358	0	465	0	112	0	118	1	244	0	290	0	635	0	9	0	10	20	265	0	239	0	0
IRX1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX2	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IRX3	5	14	0	22	3	2	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX6	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISCA1	32	77	27	118	1	27	11	78	5	19	4	7	3	11	4	20	7	28	11	28	4	5	3	8	3	10	3	13	2	3
ISCA2	0	194	75	128	13	244	2	153	0	147	6	218	105	247	43	228	0	193	0	110	0	129	2	334	1	161	64	146	20	246
ISCU	633	1414	640	864	115	1338	5	854	176	434	57	734	289	500	79	338	185	803	34	436	243	709	207	807	247	761	395	455	91	420
ISG15	358	931	1456	1122	1014	1130	19	3146	95	370	107	385	625	624	647	1392	211	610	0	522	196	491	3	1032	111	857	2011	699	1834	4333
ISG20	548	720	3881	1253	2614	1211	7	2018	251	338	1442	700	966	516	2636	1297	1726	1004	980	504	1961	717	720	1451	2024	783	1428	335	1020	1732
ISG20L2	1046	419	1498	427	293	721	1	354	596	199	1028	413	331	267	613	131	319	458	103	336	2	443	2	522	672	352	493	156	164	463
ISL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISL2	0	18	11	68	1	68	0	28	0	42	1	31	27	26	0	26	34	92	0	19	0	51	0	133	0	34	10	5	0	11
ISLR	155	24	1	32	9	1	7	33	428	17	0	1	7	1	32	0	188	63	0	24	0	0	0	0	0	3	43	16	6	0
ISLR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ISM1	0	0	0	0	0	2	0	0	0	1	2	0	0	1	3	2	30	0	0	0	0	0	0	0	0	1	15	1	0	0
ISM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ISM2	1	50	14	92	0	1	2	91	0	49	0	3	0	14	0	2	0	127	0	57	0	0	0	0	0	27	5	54	0	0
ISOC1	20	119	18	44	16	52	0	71	0	38	5	20	22	64	18	33	0	60	0	20	49	64	0	96	0	39	7	23	4	133
ISOC2	1	8	2	11	0	17	4	0	0	9	0	33	54	54	9	13	61	8	0	27	0	10	0	18	0	11	28	25	0	69
ISPD	2	6	4	15	0	9	0	0	0	1	0	6	0	12	0	1	0	7	0	3	0	2	151	5	0	1	0	11	0	12
IST1	534	2586	1628	1763	874	2671	2	2084	107	336	268	685	312	466	47	67	259	822	260	458	405	620	34	554	233	765	441	432	132	561
ISX	0	1	0	2	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISY1	544	710	558	579	117	774	3	548	13	101	52	223	131	170	33	42	184	250	0	166	379	212	44	179	96	185	149	109	43	248
ISYNA1	6	2	1	11	1	0	0	3	0	0	1	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0
ITCH	549	878	683	756	74	999	17	948	26	109	51	226	122	157	35	75	133	225	32	147	7	215	534	207	43	177	94	73	47	160
ITFG1	82	252	141	197	20	266	0	118	0	200	53	457	106	374	15	56	110	465	0	368	2	249	333	248	0	354	144	280	9	183
ITFG2	27	38	29	215	34	294	7	18	0	72	7	79	165	162	0	29	23	31	0	88	0	108	0	137	0	59	32	29	12	191
ITFG3	229	59	37	95	28	59	9	45	0	25	7	48	40	37	19	21	12	35	0	19	0	35	0	45	0	26	11	27	4	36
ITGA1	0	87	93	97	35	86	0	15	0	88	3	212	21	62	14	39	8	126	0	95	3	81	87	263	0	93	18	111	27	116
ITGA10	0	23	4	7	0	4	4	24	0	5	0	4	6	3	0	1	4	24	23	8	3	2	0	2	0	4	2	12	0	4
ITGA11	5	0	0	1	0	0	6	0	8	0	3	0	37	0	21	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ITGA2	1	0	1	10	0	3	0	2	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA2B	25	24	2	247	23	62	24	9	2	0	0	178	144	186	0	27	19	24	2	95	4	10	1	48	3	13	1	37	0	59
ITGA3	62	116	10	42	0	22	2	106	0	30	0	7	13	10	8	2	0	47	0	32	0	0	0	5	11	5	0	26	3	4
ITGA4	337	3402	106	2105	126	2270	1	378	430	1005	17	1841	1489	2374	80	1672	185	977	272	1359	0	1774	3	2598	1	1413	382	1504	12	4590
ITGA5	94	868	797	1688	833	1672	68	1262	494	771	1604	1423	2001	973	1091	2152	1101	1107	2000	840	158	1514	1146	2684	428	1082	839	399	321	2000
ITGA6	64	562	231	228	0	206	0	56	4	71	4	194	101	202	5	28	107	60	0	73	0	153	0	88	0	122	23	167	11	276
ITGA7	962	39	6	47	9	10	20	177	31	20	4	23	6	9	0	10	15	60	0	66	14	0	0	3	22	24	0	31	1	1
ITGA8	0	0	8	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ITGA9	31	1	15	17	0	8	0	5	377	0	17	42	0	5	21	5	20	4	0	14	0	12	0	19	0	12	12	6	0	13
ITGAD	1	63	26	62	3	51	6	146	6	67	90	56	32	30	24	122	52	117	0	160	5	25	0	52	19	71	3	89	19	25
ITGAE	52	93	3	26	0	90	0	16	6	26	0	44	4	22	0	2	6	35	0	19	0	18	0	29	0	53	0	20	0	17
ITGAL	319	1366	1481	2541	1056	2618	8	1211	734	484	578	1373	3721	1351	1412	1715	1193	880	418	814	322	1095	1126	2427	352	829	1313	573	328	4182
ITGAM	197	1247	1798	786	152	1099	7	787	570	292	640	959	1021	526	311	371	866	635	475	394	617	601	204	1476	428	652	897	325	450	1783
ITGAV	471	42	25	62	0	96	0	30	89	18	26	73	28	56	27	7	3	31	0	37	0	37	28	50	0	36	32	26	1	47
ITGAX	1236	2025	5121	4239	3318	4329	15	4075	2995	587	4578	1590	2558	1056	2553	1599	4452	1292	1872	736	2600	1465	1302	2542	5115	1104	4511	429	2925	3470
ITGB1	328	282	104	793	14	611	1	68	96	137	19	374	337	598	23	107	93	161	230	182	3	147	305	250	21	207	89	268	27	491
ITGB1BP1	785	219	36	93	12	183	0	69	17	116	16	348	91	328	40	167	73	160	0	296	1	138	290	187	104	182	20	226	12	242
ITGB1BP2	7	4	1	6	0	12	6	7	0	0	0	1	0	2	0	1	0	2	0	1	0	0	0	3	1	0	0	3	0	3
ITGB2	1210	7720	11560	9000	4314	6960	21	8359	796	423	1393	1131	3684	1011	1306	1206	1519	910	1995	588	740	957	1121	2076	838	841	2894	399	1584	5401
ITGB2-AS1	1	187	177	133	63	145	1	49	324	203	136	405	172	255	373	490	289	303	0	165	1	264	1	455	0	182	128	189	111	545
ITGB3	110	3	1	839	1	122	4	5	0	10	2	403	185	341	0	38	85	50	0	224	0	10	0	92	0	35	2	53	0	65
ITGB3BP	0	1	25	26	1	35	0	4	0	7	0	36	20	23	0	1	0	17	0	13	0	11	0	9	0	23	9	15	2	8
ITGB4	0	33	72	19	130	78	2	39	269	55	64	48	25	55	50	233	0	193	1	19	1	199	0	134	0	84	34	7	18	49
ITGB5	143	1	1	74	0	6	0	1	42	0	0	16	9	9	2	0	36	1	0	5	0	0	30	0	0	0	9	4	3	1
ITGB6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB7	2	739	3	422	29	432	6	121	0	84	0	99	65	219	0	5	10	35	0	69	1	66	0	31	0	67	3	218	1	121
ITGB8	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4
ITGBL1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITIH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ITIH2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITIH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITIH4	2	14	38	37	4	38	1	11	20	14	173	78	79	28	82	76	52	32	0	23	222	44	0	57	0	27	46	23	35	69
ITIH5	1024	0	0	0	1	0	2	1	337	0	11	0	1	0	4	0	84	0	0	0	0	0	138	0	0	0	24	0	11	0
ITIH6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITK	112	18	6	404	0	273	1	22	146	301	0	223	210	620	51	138	77	94	0	121	0	50	0	335	82	152	28	350	10	629
ITLN1	2668	0	212	5	1	5	0	0	47	1	10	1	226	1	127	0	80	2	0	0	81	1	1	0	712	1	17	0	66	1
ITLN2	36	15	0	13	1	0	4	27	0	5	0	4	4	1	0	1	0	8	0	4	0	4	0	0	19	3	1	21	0	0
ITM2A	30	229	7	267	9	146	3	29	72	115	11	187	82	241	16	30	0	30	0	72	0	123	0	131	0	153	32	247	15	377
ITM2B	6737	22642	38387	25484	6865	16459	109	25745	6634	939	5881	2242	13932	1973	5121	2731	9938	1558	7387	1174	4672	1717	6690	3642	3715	1902	20936	1053	5228	8143
ITM2C	62	661	16	198	1	321	1	180	6	59	1	57	10	107	2	6	2	106	36	166	0	80	0	38	3	100	2	198	0	84
ITPA	0	43	16	86	25	78	0	11	0	21	0	49	4	45	0	3	0	12	0	34	0	7	12	11	0	18	3	69	0	25
ITPK1	490	1945	3543	2483	1300	2883	16	3517	4932	843	2590	1773	2198	1371	5036	2439	2038	1720	409	1114	2045	1871	1200	3102	1747	1232	3489	617	1607	2973
ITPKA	1	4	0	1	4	1	9	6	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
ITPKB	3	672	304	680	61	641	1	242	74	149	78	539	269	406	131	122	283	281	0	326	89	507	49	443	65	336	265	271	164	720
ITPKC	89	56	100	36	68	68	1	86	125	6	4	20	11	16	25	7	14	18	0	19	0	43	1	22	0	13	18	11	3	9
ITPR1	26	94	111	114	2	162	0	51	4	143	47	175	133	285	12	31	129	169	0	123	28	169	0	224	13	151	66	135	17	230
ITPR2	83	197	94	149	13	130	0	28	187	152	63	200	33	123	155	205	57	165	0	150	54	247	0	311	13	138	51	79	19	109
ITPR3	91	9	5	66	1	56	0	13	248	22	0	34	143	85	74	10	0	5	0	14	0	6	670	51	84	10	14	35	0	75
ITPRIP	85	73	183	171	8	163	1	124	70	21	62	12	24	9	42	3	116	37	28	17	27	23	3	16	46	8	64	10	38	4
ITPRIPL1	8	2	0	1	0	0	11	8	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ITPRIPL2	171	344	1	253	0	108	7	690	40	192	7	170	16	211	0	213	399	527	0	478	91	15	0	28	142	302	11	292	4	34
ITSN1	2	4	0	3	0	2	0	0	0	2	0	4	0	3	0	4	0	1	0	2	0	0	0	7	0	2	0	2	0	3
ITSN2	46	793	827	704	364	916	3	541	845	544	355	993	350	664	776	1153	414	905	3	551	878	888	571	1289	214	661	275	397	156	794
IVD	154	37	23	57	2	85	2	24	0	33	5	54	34	83	0	18	0	10	0	39	0	29	0	47	0	16	12	42	15	62
IVL	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0
IVNS1ABP	18502	2825	34375	2269	8339	2594	27	1575	15758	787	15524	1933	5686	1421	25622	1507	12647	1763	6028	1145	12272	1607	8494	2710	12970	1399	15205	822	8940	2797
IWS1	118	384	160	316	34	523	3	173	211	212	75	512	131	331	78	275	66	413	0	260	146	423	1	426	0	285	141	217	17	304
IYD	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
IZUMO4	3	85	17	101	36	55	1	115	26	143	3	52	13	63	0	96	0	199	0	198	0	88	0	133	2	73	15	87	4	42
JAG1	352	35	61	23	34	94	15	23	47	13	8	13	3	7	4	2	6	10	0	10	0	17	33	18	0	9	8	8	4	15
JAG2	14	115	0	179	0	27	9	218	0	18	0	3	6	5	0	0	0	70	0	60	0	1	9	0	0	14	0	26	0	1
JAGN1	80	144	36	141	19	367	0	124	0	51	2	82	62	75	2	17	0	62	0	60	1	79	0	92	0	61	18	70	3	75
JAK1	982	6140	3933	4083	889	6772	20	3999	64	480	157	1221	351	869	38	77	307	1216	134	630	219	918	83	644	367	1115	774	461	131	834
JAK2	142	675	675	565	36	540	0	258	184	261	134	725	239	478	117	281	223	386	0	293	26	429	24	573	63	348	259	296	92	460
JAK3	178	322	542	939	236	856	2	1191	321	214	603	499	819	337	861	358	672	613	0	162	736	471	133	786	1245	437	666	94	270	696
JAKMIP1	6	27	0	60	4	30	11	58	0	17	0	14	13	20	2	7	3	30	0	38	0	4	0	9	1	16	0	32	0	21
JAKMIP2	0	4	1	28	0	54	0	2	0	6	0	19	18	31	0	3	0	14	0	13	0	5	0	6	0	18	0	30	0	30
JAKMIP2-AS1	0	1	1	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
JAKMIP3	4	26	2	20	0	4	3	9	0	5	0	1	1	2	0	2	2	8	0	3	0	1	0	1	0	1	5	1	12	3
JAM2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
JAM3	102	1	0	33	0	50	0	1	9	2	0	21	1	19	15	2	0	1	0	7	0	1	0	12	0	2	1	7	0	1
JARID2	858	1114	1575	1157	440	1639	6	1083	1431	613	1120	1025	644	778	1598	1484	1023	1020	1306	846	522	1143	776	2013	761	687	697	180	519	1070
JAZF1	0	301	333	943	135	531	0	203	320	188	117	653	277	672	84	279	165	470	0	262	1	431	394	819	0	482	314	259	37	801
JDP2	3	81	1215	72	222	121	2	176	194	68	64	148	91	47	251	157	91	171	66	84	48	146	588	168	149	61	432	18	82	67
JHDM1D	301	1236	1327	916	469	2080	2	785	104	969	182	1771	236	1066	171	1006	320	1397	0	1103	551	1331	51	1368	0	930	330	599	54	819
JKAMP	32	153	182	156	134	202	3	144	0	95	22	164	84	133	30	134	24	189	0	84	0	185	264	228	23	118	52	60	12	143
JMJD1C	820	541	1300	753	104	1000	2	399	618	481	811	749	303	463	296	166	397	562	205	377	293	621	69	578	144	665	291	276	353	394
JMJD4	0	22	1	40	1	34	1	6	0	7	0	19	22	38	0	5	0	3	0	11	54	10	0	14	0	4	1	10	0	16
JMJD6	93	36	278	21	127	37	3	15	195	16	282	32	94	55	1049	345	92	26	45	14	373	85	301	228	87	16	51	14	110	132
JMJD7	0	19	20	50	5	28	0	19	2	8	0	12	7	13	5	0	12	6	0	3	0	6	0	4	11	7	35	3	2	9
JMJD8	289	222	14	325	0	151	3	295	0	185	10	154	52	226	63	88	77	473	0	466	139	63	1	118	161	87	17	257	8	140
JMY	32	12	67	27	24	47	0	18	4	1	9	1	1	2	1	0	3	0	3	4	0	0	0	1	36	3	11	2	10	2
JOSD1	2524	150	7733	182	2015	187	2	183	1525	89	3170	191	736	164	2497	60	1976	222	713	149	2481	176	448	307	1942	107	1375	148	1026	161
JOSD2	0	113	26	69	1	129	0	45	0	128	55	374	199	420	0	225	0	179	0	264	1	181	2	277	0	167	83	261	49	301
JPH1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPH2	0	0	0	0	1	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPH3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
JPH4	0	2	0	7	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2
JPX	0	0	1	1	0	1	0	2	1	2	0	4	0	4	0	1	0	1	0	0	0	3	0	1	0	0	0	0	0	1
JRK	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JRKL	66	340	17	348	10	119	3	709	8	107	3	54	1	65	4	47	47	221	48	256	40	14	0	13	75	74	4	142	4	23
JSRP1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JTB	51	1604	778	855	175	1439	6	1705	140	617	96	838	380	747	124	1095	125	916	182	689	125	714	2	1077	37	658	227	430	87	831
JUN	17	164	6	120	0	46	5	278	118	230	4	82	4	99	45	445	106	402	0	416	25	6	0	20	491	212	6	266	53	3
JUNB	18230	7355	46221	11030	24921	19874	81	10440	38924	1410	37945	3189	19589	2514	64982	4624	44826	2441	22897	2226	32981	2396	45471	5029	29068	2643	43187	1156	25556	9242
JUND	2633	1198	5871	1529	3993	2167	27	1195	5941	473	3489	1193	2308	746	6924	1203	7235	1221	3055	840	1212	1198	6793	1881	4662	1004	7747	542	1675	1900
JUP	29	351	18	96	3	94	1	34	22	80	0	65	85	152	120	200	0	26	132	24	0	68	0	47	162	172	39	116	10	192
KAAG1	0	78	1	44	1	5	10	85	0	39	0	18	1	38	0	20	14	126	14	127	1	2	0	0	83	62	0	78	0	0
KAL1	70	4	1	2	0	1	0	3	0	0	0	15	0	1	35	6	0	0	116	0	0	4	0	15	0	2	0	0	0	1
KALRN	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANK1	298	21	0	0	3	8	23	0	0	2	0	2	0	9	13	11	0	6	0	12	450	11	0	13	0	7	5	10	0	28
KANK2	297	6	11	13	1	3	1	2	100	0	33	4	0	3	76	1	125	0	0	1	0	9	92	0	147	0	33	1	8	1
KANK3	2	1	0	18	2	5	3	11	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KANK4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0
KANSL1	577	654	808	895	246	1364	3	650	172	360	130	726	358	577	118	299	164	694	519	389	402	669	56	910	234	543	384	303	134	678
KANSL1-AS1	122	594	51	412	26	150	50	2567	27	564	10	420	72	447	75	1861	332	1075	264	1301	47	533	175	260	442	682	149	898	9	160
KANSL1L	356	273	159	289	65	361	3	196	25	179	63	354	64	223	116	328	35	307	31	227	1	346	325	433	2	232	56	154	9	297
KANSL2	1	113	30	128	0	139	1	48	0	38	8	69	30	86	31	42	0	51	0	58	0	76	1	99	0	55	11	52	5	105
KANSL3	4	18	26	57	0	28	2	15	2	6	2	9	3	6	3	5	0	4	0	7	0	6	27	11	0	5	7	3	0	30
KARS	297	106	35	131	2	180	0	65	0	88	0	181	72	224	0	94	0	81	7	92	0	137	38	245	0	99	10	164	0	194
KAT2A	25	13	5	18	4	3	3	16	0	13	0	3	6	5	0	0	5	12	3	10	0	1	6	2	0	2	1	12	0	3
KAT2B	20	349	591	540	66	580	3	206	39	136	14	230	24	149	16	32	53	202	0	135	51	222	0	151	3	101	79	76	18	93
KAT5	216	505	371	499	165	645	6	676	106	414	244	573	227	601	233	323	122	845	0	793	117	594	73	777	210	487	127	512	83	599
KAT6A	221	820	790	1088	33	970	1	687	591	340	671	1067	1136	864	527	869	551	954	0	611	288	837	3075	1776	284	898	1306	400	218	1606
KAT6B	0	15	24	19	0	13	2	2	11	15	21	26	31	49	26	27	0	23	0	16	0	27	0	33	0	17	15	13	4	32
KAT7	329	807	498	940	254	1114	1	531	1190	1109	308	1366	773	1410	992	1795	577	1432	437	1030	5	1341	2025	2180	1	1030	454	797	143	1193
KAT8	76	297	391	359	118	290	4	270	49	33	38	48	37	49	41	11	22	65	0	45	81	77	10	77	108	26	69	25	38	53
KATNA1	0	124	42	78	0	129	1	88	0	103	14	182	27	145	5	62	0	107	0	96	0	137	305	185	0	100	17	125	0	87
KATNAL1	3	22	7	69	0	21	0	1	8	5	0	18	30	25	0	1	48	4	0	5	0	6	0	10	0	11	6	11	6	24
KATNAL2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1
KATNB1	0	82	95	93	1	76	1	82	0	17	18	32	24	36	13	33	31	45	0	19	0	41	19	56	42	34	40	9	10	37
KATNBL1	160	184	147	214	19	269	1	171	24	109	21	140	23	67	22	51	41	159	0	99	27	134	48	145	59	185	39	25	16	40
KAZALD1	2	17	0	22	1	0	0	40	0	9	2	0	0	1	2	0	0	12	0	7	9	0	1	0	0	2	0	7	0	1
KAZN	0	0	6	2	0	1	0	0	14	0	4	1	6	0	8	2	0	1	0	2	0	3	0	1	0	0	1	0	0	1
KBTBD10	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
