"term","estimate","std.error","statistic","p.value","log2fc","colind","labtext","patient","t6820.ind","direction","patnum","protval","nudgeval","patval","sizeval","pointlab"
"s__Skermanella-aerolata-sp46220",-1136.52187745942,163581.366036854,-0.00694774658626683,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__Sphingobacterium-mizutaii",-2112.44740208736,304047.848587771,-0.0069477465862665,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__Sphingobacterium-multivorum",-6234.6869503217,897368.214702262,-0.0069477465862665,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__Sphingobium-limneticum",-35.6521279506837,33.9342867431261,-1.0506225818318,0.293431965420799,-0.767597538496701,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"s__Sphingobium-yanoikuyae",83.9523261573748,184.641430555607,0.45467761977771,0.649341184035671,0.957607024413424,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"s__Sphingomonas-adhaesiva-ginsenosidimutans",5306.56833948636,763782.655846277,0.00694774658584862,0.994456544865006,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Sphingomonas-aerolata-faeni-ginsenosidivorax",-4218.98294994134,607244.794777182,-0.00694774658626661,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__Sphingomonas-aquatilis-hunanensis-melonis",2947.06515984915,424175.683932772,0.00694774658586094,0.994456544864996,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Sphingomonas-glacialis",2162.7307267427,311285.205930088,0.00694774658590242,0.994456544864963,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Sphingomonas-hankookensis",2264.47401808021,325929.276506481,0.0069477465858615,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Sphingomonas-kyeonggiensis-leidyi",48.8799013844289,55.6178672955269,0.878852494014278,0.379481259446163,0.740911545552352,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"s__Sphingomonas-sp47867",3069.57602572931,441808.863894805,0.00694774658586339,0.994456544864994,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Sphingomonas-sp47871",-1047.31042086611,150741.021979176,-0.00694774658626628,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__Sphingomonas-sp47902",1098.19037569733,158064.253226028,0.00694774658585795,0.994456544864998,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Sphingopyxis-macrogoltabida",-1828.21647415447,263138.047920214,-0.00694774658626639,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__Staphylococcus-capitis-caprae-epidermidis",-3133.19475330158,450965.606531352,-0.00694774658626602,0.994456544864673,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__Staphylococcus-cohnii-nepalensis",-1083.89768447716,156007.083882382,-0.00694774658626617,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__Staphylococcus-epidermidis-hominis",5485.12541026747,789482.653474156,0.00694774658585584,0.994456544865,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__Staphylococcus-pasteuri-warneri",4336.7630732862,624197.071619923,0.00694774658591619,0.994456544864952,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__Stenotrophomonas-acidaminiphila",1225.26650278376,176354.518368091,0.0069477465852412,0.99445654486549,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Stenotrophomonas-maltophilia",4.20841156629908,47.3098700826631,0.0889541983299859,0.929118310192615,0.118138505219524,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"a",NA
"s__Stenotrophomonas-rhizophila",1928.45623092083,277565.712435015,0.00694774658585517,0.994456544865,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Streptococcus-mitis-pneumoniae",-1755.2052153114,252629.423586194,-0.00694774658626628,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__Subdoligranulum-sp35590",-62.799892218179,206.476031404627,-0.304151003828194,0.761012850813321,-0.61707477467607,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"a",NA
"s__Tepidimicrobium-sp31349",1944.86350368046,279927.236812173,0.00694774658525075,0.994456544865483,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__Tepidimonas-fonticaldi",-1841.37641537994,265032.178781419,-0.00694774658626863,0.99445654486467,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__Truepera-radiovictrix",2204.07385385122,317235.786684589,0.00694774658586239,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__Turicibacter-sanguinis",1815.50331648738,261308.223328481,0.00694774658585917,0.994456544864997,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-c__Alphaproteobacteria-sp42988",1414.59499942119,203604.864118701,0.00694774658525097,0.994456544865483,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__unclassified-c__Chloroplast",-57740.3033108446,8310651.89178965,-0.00694774658626817,0.994456544864671,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__unclassified-c__Cyanobacteria-sp23575",948.399525670071,136504.622618754,0.00694774658524842,0.994456544865485,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-c__Cyanobacteria-sp23591",2961.23804835102,426215.609875507,0.00694774658585584,0.994456544865,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Bradyrhizobiaceae-sp43311",-194.413708251527,305.195045692987,-0.637014627187293,0.52411531591624,-1.69454562785631,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"b",NA
"s__unclassified-f__Bradyrhizobiaceae-sp43322",1127.71162235576,162313.292291117,0.00694774658586283,0.994456544864994,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__unclassified-f__Comamonadaceae-sp49228",88.4068321975701,112.251146660178,0.787580660224408,0.43094203075926,1.19283898891964,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"b",NA
"s__unclassified-f__Corynebacteriaceae-sp5276",2211.98517907298,318374.476061108,0.00694774658584256,0.99445654486501,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Erysipelotrichaceae-sp36741",4291.3357302682,617658.643361803,0.00694774658525175,0.994456544865482,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Erysipelotrichaceae-sp36777",4046.70794388755,582448.984555913,0.00694774658586272,0.994456544864994,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Erysipelotrichaceae-sp36794",96809.705426752,13933971.8611838,0.0069477465859133,0.994456544864954,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Gemmatimonadaceae-sp37886",37015.4756048368,5327695.12398316,0.00694774658523681,0.994456544865494,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Gemmatimonadaceae-sp37922",17240.0845280749,2481392.24928028,0.00694774658584323,0.99445654486501,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Kineosporiaceae-sp6224",3932.89428296707,566067.606867043,0.00694774658584345,0.99445654486501,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Lachnospiraceae-sp32693",688.323796282313,99071.5173294393,0.00694774658586738,0.994456544864991,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Lachnospiraceae-sp33413",3131.2899478348,450691.444937706,0.00694774658584345,0.99445654486501,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Lachnospiraceae-sp33425",2470.51492241948,371967.834879432,0.00664174342714406,0.994700694423859,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Lachnospiraceae-sp33432-sp33629",9330.61146070789,1342969.4571229,0.00694774658591063,0.994456544864956,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Lachnospiraceae-sp33565",3068.8722080097,441707.562312895,0.00694774658586394,0.994456544864993,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Lachnospiraceae-sp33577",1874.64305734306,269820.298449475,0.00694774658584145,0.994456544865011,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Lachnospiraceae-sp33582",14.454518632496,110.486247429482,0.130826405718247,0.895912633777639,0.255289786814889,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"a",NA
"s__unclassified-f__Lachnospiraceae-sp33625",-4917.04874969531,707718.493851593,-0.00694774658626683,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__unclassified-f__Lachnospiraceae-sp33748",1122.7793560257,161603.383521634,0.00694774658524021,0.994456544865491,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Mitochondria",1977.2736782271,284592.083749118,0.00694774658584729,0.994456544865007,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__unclassified-f__Mitochondria-sp46933",1764.77947984616,254007.462447232,0.00694774658525153,0.994456544865482,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__unclassified-f__Neisseriaceae-sp50017",3486.22207908329,501777.380046888,0.0069477465858615,0.994456544864995,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__unclassified-f__Ruminococcaceae-sp34871",-754.131531064097,108543.327206952,-0.00694774658626639,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__unclassified-f__Ruminococcaceae-sp34878",-1950.07042871127,280676.677610259,-0.00694774658626639,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__unclassified-f__Ruminococcaceae-sp35059",1452.40265319025,209046.578663198,0.00694774658584707,0.994456544865007,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Ruminococcaceae-sp35310",-8.03697525298269,154.151047568657,-0.0521370135315047,0.958419520525383,-0.101043931492194,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"a",NA
"s__unclassified-f__Ruminococcaceae-sp35423",2204.60748114421,317312.592463938,0.00694774658649818,0.994456544864487,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-f__Ruminococcaceae-sp35693",2123.5184703955,305641.324757484,0.00694774658525131,0.994456544865482,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Not Proteobacteria",0.1,2.1,"c",NA
"s__unclassified-g__Acinetobacter",-86.3231275947502,238.868234479278,-0.361383872505823,0.717812502426438,-0.749426095440977,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"s__unclassified-g__Afipia-Bradyrhizobium",803.258854725654,115614.299514391,0.00694774658584223,0.994456544865011,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__unclassified-g__Bradyrhizobium",-45.1211197207304,37.4359578848487,-1.20528823810308,0.228092048621077,-0.91015079031939,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"a",NA
"s__unclassified-g__Brucella-Ochrobactrum",-5611.2421515715,804977.093236357,-0.0069706854998965,0.994438242702844,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__unclassified-g__Enterobacter",-162.522888992549,123.592436522979,-1.31499057357229,0.188513070536615,-3.20426782659034,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__unclassified-g__Methylobacterium",-3377.04176524177,486062.887198124,-0.00694774658626683,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__unclassified-g__Pseudomonas",-2618.94913440504,2894.93284239567,-0.904666628548716,0.365642025523991,-11.2193559270812,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__unclassified-g__Streptococcus",-9612.87097676734,1796069.65738233,-0.00535217046691694,0.995729606205762,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"s__unclassified-o__Oligoflexales-sp54452",-1640.85959867873,236171.480681555,-0.00694774658626628,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__unclassified-o__Rhizobiales-sp43729-sp43732",-7874.53621971574,1133394.27711443,-0.0069477465862665,0.994456544864672,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Proteobacteria",0.15,1.85,"c",NA
"s__unclassified-o__Sphingomonadales-sp47458",1972.61155258536,283921.056735803,0.0069477465858439,0.994456544865009,Inf,NA,NA,"T6821",FALSE,"Obese",2,"Proteobacteria",0.15,2.15,"c",NA
"s__Vagococcus-fluvialis",-1958.38031363664,298939.337714666,-0.00655109604713812,0.99477301899528,-Inf,NA,NA,"T6821",FALSE,"Lean",2,"Not Proteobacteria",0.1,1.9,"c",NA
"k__Bacteria",21.4709571911026,13.855334867479,1.54965270752848,0.121224894886907,0.693965662237952,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"a",NA
"p__Acidobacteria",-3981.61413934897,927772.542242508,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"p__Actinobacteria",14.6269877255075,18.5738415232605,0.78750471232296,0.430986470960978,3.21109206158752,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"p__Bacteroidetes",-147.828793745334,187.732653283679,-0.787443160045006,0.431022489648765,-3.36397393841913,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"p__Cyanobacteria",-39.1339719355742,76.4904737797156,-0.511618898430095,0.608917756425333,-2.47781337307911,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"p__Firmicutes",-5.56679189331309,26.2943804655159,-0.211710327254667,0.832333030742852,-0.170989477683921,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"a",NA
"p__Fusobacteria",3471.4622068863,743072.37980123,0.00467176859381439,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"p__Proteobacteria",7.60572033758003,3.71081368069679,2.04960986781527,0.0404025167120233,0.735680261449128,"p","p__Proteobacteria","T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a","Proteobacteria"
"p__Verrucomicrobia",-3006.32385755838,537296.620085082,-0.00559527781336558,0.995535637513724,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"c__Acidobacteria",-3981.61413934897,927772.542242508,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"c__Actinobacteria",14.9556985063914,19.3302540129764,0.77369384263402,0.439111862100262,3.28894029719969,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"c__Alphaproteobacteria",17.6373136711997,8.72156016267035,2.02226589534866,0.0431488899317366,0.892996956806526,"c","c__Alphaproteobacteria","T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a","Alphaproteobacteria"
"c__Bacilli",24.5943355427875,29.2160905746163,0.84180788938804,0.399895495168421,1.1776332233696,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"b",NA
"c__Bacteroidia",-615.217564452677,543.62224435165,-1.13170049762481,0.257760372262179,-6.56311040208435,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"c__Betaproteobacteria",12.5220018689524,5.66792003039996,2.20927638389224,0.0271554227825836,1.00428995464147,"c","c__Betaproteobacteria","T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b","Betaproteobacteria"
"c__Chloroplast",-39.1339719355742,76.4904737797156,-0.511618898430095,0.608917756425333,-2.47781337307911,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"c__Clostridia",-118.955955936623,85.3015513421778,-1.39453449632404,0.163156259967244,-2.6136262727695,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"c__Coriobacteriia",-4659.9647693878,1085837.85609168,-0.00429158436800195,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"c__Deltaproteobacteria",-1671.06111894832,389380.93152911,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"c__Flavobacteriia",4160.21693407608,890501.498476704,0.00467176859465432,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"c__Fusobacteriia",3471.4622068863,743072.37980123,0.00467176859381439,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"c__Gammaproteobacteria",-18.8349523311565,19.1736466888352,-0.982335423032703,0.325934628783277,-1.03750172723856,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"c__Sphingobacteriia",-49.7425077830364,262.528176930815,-0.189474929375467,0.849720602648062,-0.351390835209094,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"a",NA
"c__Verrucomicrobiae",-3006.32385755838,537296.620085082,-0.00559527781336558,0.995535637513724,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"o__Actinomycetales",13948.9626613139,2985799.14195152,0.00467176859465399,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"o__Aeromonadales",8070.95444389726,1727601.50259458,0.00467176859465332,0.996272481525798,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"o__Bacillales",44.4913763082731,45.8155192776026,0.971098374738342,0.331499293073074,2.72511898395583,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"o__Bacteroidales",-615.217564452677,543.62224435165,-1.13170049762481,0.257760372262179,-6.56311040208435,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"o__Burkholderiales",12.3754970225758,5.58890308239394,2.21429801879385,0.0268082848289166,1.00998053548668,"o","o__Burkholderiales","T6824",TRUE,"Obese",3,"Proteobacteria",0.15,3.15,"b","Burkholderiales"
"o__Caulobacterales",150.339053466254,87.9888214738396,1.70861537804495,0.087522218213216,1.24172305730101,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"o__Clostridiales",-118.955955936623,85.3015513421778,-1.39453449632404,0.163156259967244,-2.6136262727695,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"o__Coriobacteriales",-4659.9647693878,1085837.85609168,-0.00429158436800195,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"o__Corynebacteriales",20.6869860737584,28.5563086321772,0.724427878274446,0.468803089765648,4.82866912211974,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"o__Enterobacteriales",-109.805220671817,107.541293042837,-1.0210517054884,0.307229942324598,-1.65308792829087,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"o__Flavobacteriales",4160.21693407608,890501.498476704,0.00467176859465432,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"o__Fusobacteriales",3471.4622068863,743072.37980123,0.00467176859381439,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"o__Lactobacillales",-63.9792306009545,106.686730675456,-0.599692484678164,0.548711197747049,-0.588863637386808,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"a",NA
"o__Micrococcales",49.9255841134606,46.8296044792378,1.06611159049177,0.286373200771296,2.28400032438213,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"o__Oligoflexales",-1671.06111894832,389380.93152911,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"o__Pinus wallichiana",-313.735872316594,73104.906117158,-0.00429158436800125,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"o__Propionibacteriales",52.4062830667696,94.3613569838859,0.555378650136613,0.578635692650851,0.941068564834724,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"a",NA
"o__Pseudomonadales",-16.8575003663627,18.4507959426704,-0.913646241535691,0.360902760160287,-1.30788088340352,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"o__Pseudonocardiales",7209.95996814837,1543304.17343315,0.00467176859381483,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"o__Rhizobiales",20.8148045128898,10.8376922949755,1.92059378937524,0.0547829387602875,0.913470339597376,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"o__Rhodobacterales",-18.0507673952152,117.348133963801,-0.153822364152662,0.877749799656844,-0.359846912825169,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"o__Rhodocyclales",21.9917859498468,157.369242337943,0.139746405480052,0.888860359856043,0.158780047885073,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"o__Rhodospirillales",-1157.44060112511,269700.069222731,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"o__Rickettsiales",-1444.28584027876,336539.076581804,-0.00429158436799743,0.996575821602308,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
